text,user,created_at
@mattwillsmusic 🤪🤪🤪,example,2020-05-14 21:05:57+00:00
@zoologymolly @MavenofHonor @georgiahughesox I did it in a nice fun way though with a friendly wink 😉,example,2020-05-14 21:05:24+00:00
@Tom_Grennan Hahaha. #content 👌,example,2020-05-14 10:57:18+00:00
HYPE. AND. BUZZ 🤯🤷🏻‍♂️ (and excitement presumably),example,2020-05-14 10:56:47+00:00
@tomdark 🤣🤣🤣👌,example,2020-05-14 10:55:42+00:00
I once received an email from a paid member of staff at a record label with the subject “Example Album Launch Ideas” and one of the bullet points was “tease reveal of album cover every day for a week to build hype and  buzz effectively” 🤣🤣🤣🤣🤣 https://t.co/Lp495L5Cj8,example,2020-05-14 10:53:55+00:00
"Who’s ready for the album title and cover reveal tmrw then?? 

#MarketingStrategy",example,2020-05-14 10:51:06+00:00
"RT @Hollistarr: Just purchased my @example  T in black from Tour 😎 and signed up to be able to get a CD

Yes I still collect CDs 🤪
#trythis…",example,2020-05-14 09:29:03+00:00
"Thanks to everyone signing up on me new website. I won’t bombard you with shite. It’s gonna be like: 

“Hey I’m touring. Look”
“Who wants a T-shirt with my name on it?”
“Check out my new single”

That kinda thing https://t.co/9bSFXG5VpN",example,2020-05-14 09:17:50+00:00
"New look website just launched. Merch from the last tour, tour pics/vids &amp; MOST IMPORTANTLY - you can sign up to buy my new album on CD. We’re only making 1,000 &gt;&gt; https://t.co/bPnEv6PclT https://t.co/rEG3DX44tv",example,2020-05-14 07:48:27+00:00
@DaveStone92 @I_Skream 🤣🤣🤣🤣,example,2020-05-14 07:01:47+00:00
@rukes 🤯🤯🤝,example,2020-05-14 04:14:38+00:00
RT @example: Cover and album title revealed Friday ... tracklisting and features next week 👀👀👀 https://t.co/L7d1qqWKWU,example,2020-05-13 21:53:18+00:00
@BLive @I_Skream 🤣🤣🤣🤣🤣,example,2020-05-13 11:32:24+00:00
@LittleDeeMusic @BLive @I_Skream Don’t be harsh. That was his mixing style 🤣,example,2020-05-13 11:32:16+00:00
@ShapesHQ Bootleg him !,example,2020-05-13 11:31:55+00:00
@What_Liam_Said @arloparks @SaytrPlay @sharonvanetten @TheNational @NileMarr @thebeatles @fontainesdublin Thanks maaaaate 😘,example,2020-05-13 09:06:36+00:00
@solardomusic 🤣🤣👌👌👌,example,2020-05-13 08:09:10+00:00
@I_Skream 🤣🤯🤯🤯 there’s about 17 things we can’t talk about from that shoot,example,2020-05-13 08:08:41+00:00
@TheGrimeMan Alright sir,example,2020-05-13 08:01:52+00:00
@jordanfstephens I used to. Now it’s only 88% of my time,example,2020-05-13 08:01:39+00:00
@I_Skream @ajma13111992 🤣🤣😘😘,example,2020-05-13 08:00:29+00:00
The best init ! I’ve only ever had like 5. Wife has them every other day the lucky biatch https://t.co/9RpWSCX4cz,example,2020-05-13 07:13:20+00:00
Would love to help but I’m in Australia. And the international post is taking AAAAAAGES. Why don’t you add a pair of tickets to my next tour as a prize ? (Whenever that is 🤷🏻‍♂️🤷🏻‍♂️) This tweet is your proof. Good luck xx https://t.co/kh3oqYoxzf,example,2020-05-13 07:12:32+00:00
RT @liamgallagher: Dearly ba faffled we are bladdered here tday LG x,example,2020-05-13 05:53:30+00:00
"Only the 286,000 who’ve watched the new music from this album on YouTube and 450,000 on Instagram. Enjoy your photo shoot next to that rubbish bin 🏆 https://t.co/ot29R6SfFJ",example,2020-05-13 05:51:38+00:00
@ShamelessMC And of course mad love to you and yours !,example,2020-05-12 23:28:49+00:00
@ShamelessMC Myyyy guyyyyy. Yeh bro you’re gonna feel this one for sure,example,2020-05-12 23:28:07+00:00
@mrsgleavewannab 🤔🤔,example,2020-05-12 23:27:36+00:00
Cover and album title revealed Friday ... tracklisting and features next week 👀👀👀 https://t.co/L7d1qqWKWU,example,2020-05-12 07:55:21+00:00
RT @BeardedGenius: It’s funny how bullies crumble when you stand up to them. https://t.co/o56SBeoP5m,example,2020-05-12 00:07:56+00:00
@beaky_8 Ahhh. Good old SOZHARD 🤣🤣🤷🏻‍♂️🤪,example,2020-05-11 20:15:27+00:00
"RT @example: Album seven with you May 29th. The way it has come together has been through so much love and good energy. 

Question: how man…",example,2020-05-11 11:09:21+00:00
@RhulMediaArts Correct,example,2020-05-11 11:08:30+00:00
Yep if it happens will be direct from my website https://t.co/kPah9SkIog,example,2020-05-11 11:07:15+00:00
"Watching this film gave me so much clarity &amp; serenity. What genre should I be doing: who cares.... it’s about great music. Touring or Family: do both, don’t overdo it &amp; keep it balanced. Keep your best friends close. Never give up. This industry is a fuckin mental rollercoaster https://t.co/meLUkqUrdU",example,2020-05-11 11:06:11+00:00
It won’t be signed cos I’m in Australia. And they’re made in UK. BUT I may do something like whoever buys a cd can come backstage on the next tour and get it signed 🤝 https://t.co/ABuGMsLk3l,example,2020-05-11 10:47:23+00:00
"Album seven with you May 29th. The way it has come together has been through so much love and good energy. 

Question: how many of you are interested in buying a PHYSICAL COPY ?? Please like this if YES to let me know",example,2020-05-11 10:38:41+00:00
"I love that a personal song about my wife (that nearly never came out) is now being heard by so many. 85,000 of you watched the vid below. 120,000 of you on insta. As expected no love from radio or Spotify but as always this drives me on to continue releasing music I love 💙 https://t.co/Pdnc5ayUuv",example,2020-05-11 10:36:55+00:00
@KeiranJWilliams Hahahahaha,example,2020-05-11 10:26:41+00:00
Apple for the beastie boys docu https://t.co/lQv6M5XQYC,example,2020-05-11 10:17:27+00:00
Beastie Boys Story. What a superb docu. So much I relate to. So much I didn’t know about it. Beautifully done. Gonna go back and revisit all the albums and videos this week,example,2020-05-11 10:08:08+00:00
@keithewing99 I think this is about a news outlet thinking this is worthwhile news 🤣🤣🤣 you Salad,example,2020-05-11 09:08:39+00:00
@cappilio @7_Cookie *houses 😉,example,2020-05-11 06:56:31+00:00
@tonii_cowley Whatever floats your boat,example,2020-05-11 06:55:54+00:00
@laurensmith01xx Yeh they’re all absolute gold,example,2020-05-11 05:47:13+00:00
My tour finished on March 7th. Just before the madness started. I haven’t announced another tour yet. So you have no need to fear https://t.co/sY3cxJcdRp,example,2020-05-11 05:46:48+00:00
@7_Cookie *No mortgage,example,2020-05-11 02:49:00+00:00
@semothyjones 🤣🤣🤣🤣,example,2020-05-11 02:48:45+00:00
I’ve written 10 https://t.co/IXmUkbQR0X,example,2020-05-10 23:15:14+00:00
@owen_mccall Hahaha. Thanks,example,2020-05-10 09:31:28+00:00
@MichalaBrooks Agreed,example,2020-05-10 07:38:53+00:00
@doorlydj 😘😘,example,2020-05-10 07:38:44+00:00
"RT @rebekahlbh: @example I want to get married all over again so I can have this song! 😍
I did get Watch The Sun Come Up and Kickstarts int…",example,2020-05-10 07:20:11+00:00
@ugomonye @TheBlondeOneTBO Exactly mate,example,2020-05-10 07:13:49+00:00
Already had 6 fans tell me this is gonna be played during their first dance at their wedding. Never imagined I’d be that guy but makes me happy to hear this ... stream away gang x https://t.co/Pdnc5ayUuv,example,2020-05-10 07:13:31+00:00
@HogiTheBeast @HarryShotta Inspectah Deck. I mention him on this album actually. I’d say there’s 3 tracks on this new album that are so obviously influenced by Wu. I hope you enjoy,example,2020-05-10 02:03:00+00:00
@wavyboysmith Yeh Eto’o takes this. Just. Clinical,example,2020-05-10 01:44:58+00:00
@BangerJonny Janet. Such a massive Karen,example,2020-05-10 01:42:16+00:00
@Dreadmc That’s actually siiiicccckkk,example,2020-05-10 01:41:50+00:00
@HarryShotta Again again again and again !!!,example,2020-05-10 01:41:27+00:00
@TFeekings Mine too x,example,2020-05-09 11:32:13+00:00
"RT @samgarnerTHFC: What a song ‘Erin’ is by @example if you haven’t already, check it out... I’ve added it to all of my@playlists now!",example,2020-05-09 10:54:10+00:00
@Example_Stewart Of course x,example,2020-05-09 10:29:06+00:00
@DJYodaUK Wait. There’s actually a track that could do with them !! DM,example,2020-05-09 10:17:46+00:00
Best bars I’ve ever written. Tightest. Most original flows I’ve done. New stories I’ve never told before. Love. Music industry. Politics. Family. Mental health. Male Suicide. Late nights. Sex. ALL SORTS https://t.co/otcgMmgWHv,example,2020-05-09 10:15:34+00:00
Two more tracks to finish on album SEVEN... just waiting on a few verses 👀👀👀 May 29th release. Album cover and album title revealed next week x,example,2020-05-09 10:08:39+00:00
"RT @example: ‘Erin’ 

Official Video is now live on YouTube: 

https://t.co/ahuPw9JWcA https://t.co/0KZk5jkgGQ",example,2020-05-09 09:53:24+00:00
RT @example: https://t.co/HrxHGLrhHl,example,2020-05-09 09:14:49+00:00
@estellecostanza To be expected when you post so much tempting food,example,2020-05-09 09:14:08+00:00
@jba4340017 Can’t say out of respect to the producers involved,example,2020-05-09 09:01:58+00:00
@Dinzsdale They shot a video and it was awful. They should’ve let me direct it,example,2020-05-09 09:01:36+00:00
@Zoey_Wood @DJJAMIEDUGGAN Where’d ya hear that? Are the clubs open again 🤣,example,2020-05-09 09:00:47+00:00
@estellecostanza Oooooh that fat could be crispier mate,example,2020-05-09 08:47:00+00:00
(Well maybe I haven’t really really loved about 6 songs out of 187),example,2020-05-09 08:46:43+00:00
Seen so many comments last few days that mention “back to your roots” and “keeping it real now” - I’ve always kept it real. I’ve made every genre of music. It’s great if you love this recent stuff but I’ve loved every song I’ve ever released 😉,example,2020-05-09 08:46:22+00:00
My new one was released yesterday. Thanks for all the lovely comments and feedback so far xx https://t.co/Pdnc5ayUuv,example,2020-05-09 08:40:37+00:00
"‘Erin’ is OUT NOW 

Stream/Download: https://t.co/y44ccxgl22 

Full Official Video: https://t.co/ahuPw9JWcA https://t.co/qioR4qhai5",example,2020-05-08 21:16:29+00:00
@GenesisElijah Have a shower OR cut eye holes in a pillow case ... they can’t resist,example,2020-05-08 12:02:13+00:00
One of the best tunes ever I reckon 🤔 https://t.co/iSB4jKUH1w,example,2020-05-08 11:55:13+00:00
@jthemmings You seem completely numb to my previous comment about the bigger picture here so I have no more to say to you right now,example,2020-05-08 11:42:14+00:00
So yes... we don’t know the full story for this shocking taser video here ... But seeing a young black child witness their parent/guardian being tasered by police does nothing but keep the fuckin horrendous cycle going. It’s heartbreaking,example,2020-05-08 11:36:30+00:00
This ain’t about that mate. We need police. End of. BUT. Growing up I can count probably 100+ times I was with my mates doing absolutely nothing wrong and the feds only ever searched/questioned the black/mixed race/Asian kids. It’s always been there the way I see it... https://t.co/ad0ksjQWOS,example,2020-05-08 11:36:30+00:00
@Gavinverse @jthemmings Exactly 🤝,example,2020-05-08 11:26:33+00:00
@whiten3rd It’s not good to generalise. We do need them regardless. But this video does nothing to help,example,2020-05-08 11:24:51+00:00
@kissysellout 🤝,example,2020-05-08 11:23:32+00:00
@bevz8842 My main issue here is the kid and his future. It’s not like we see this everyday,example,2020-05-08 11:21:26+00:00
@nobby1986 🤯🤯,example,2020-05-08 11:20:48+00:00
My wife rates me 😉 https://t.co/7MP0zDyYDh,example,2020-05-08 09:52:32+00:00
@jthemmings I don’t have to know him to be haunted by that kids screams,example,2020-05-08 09:29:49+00:00
@AFCtillidie37 Love,example,2020-05-08 09:29:33+00:00
@WillyWonderhill I hear all that mate. I do. But I can’t get past the screams of that child. Especially as I’m putting my own to bed,example,2020-05-08 09:26:46+00:00
@AdamLPreece 🤝 cheers,example,2020-05-08 09:23:33+00:00
https://t.co/HrxHGLrhHl,example,2020-05-08 09:21:21+00:00
This is disgraceful. There’ll be so many people saying “why didn’t he cooperate?” But how can two male police officers not deal with this WITHOUT a taser !!?? And the poor kid. Scarred for life. The cycle continues 💔 https://t.co/nA6SVPgnSJ,example,2020-05-08 09:14:21+00:00
@elmoglassio Much appreciated,example,2020-05-08 08:42:00+00:00
@BBManik @TheQuestions15 PT is one of my all time favs,example,2020-05-08 08:39:38+00:00
RT @Aoifs123: How gorgeous is the new track from @example  Erin is a beautiful chill out tune &amp; an absolutely stunning song https://t.co/fk…,example,2020-05-08 08:37:49+00:00
RT @DaniP257: Wow. How adorable is @example new track! The video is just perfect. Couldn't help but smile all the way through 💜💜 #Erin,example,2020-05-08 08:26:32+00:00
RT @Charlotte_F93: @example @Erin_McNaught This my fav vid hands down!!! https://t.co/GflQtBhAl7 LOVE LOVE LOVE IT! 💛,example,2020-05-08 08:10:29+00:00
@jackbeats @tymusic What a guy 😢,example,2020-05-08 08:09:13+00:00
"‘Erin’ 

Official Video is now live on YouTube: 

https://t.co/ahuPw9JWcA https://t.co/0KZk5jkgGQ",example,2020-05-08 08:08:24+00:00
"RT @Laurenburke_xo: Listened to @example new song ‘Erin’, it literally brought me to tears and gave me goosebumps. Such a lovely song🥰  👏🏻…",example,2020-05-08 07:45:15+00:00
@LukeBlackwell94 🤝,example,2020-05-08 07:38:46+00:00
RT @reeewrightt: @example new song 😍😍😍 this guy hasn’t had one bad song https://t.co/rseM2mLl8y,example,2020-05-08 07:19:48+00:00
RT @Andwejigglelike: Working bank holiday is depressing but at least I have a new @example song  to listen to on repeat 🥰,example,2020-05-08 07:19:37+00:00
Who’s listened to my new one more than Demi ?? https://t.co/86sXqGu0zx,example,2020-05-08 07:13:19+00:00
@Rachh_Louisee HBD Kyle x,example,2020-05-08 07:12:52+00:00
💙💙 https://t.co/5UZAaMyFUH,example,2020-05-08 07:12:11+00:00
"RT @example: ‘Erin’ is OUT NOW - https://t.co/y44ccwYJDs 

Let’s rack these numbers up please ! 🙏",example,2020-05-08 07:12:03+00:00
@hegspice78 😬😬😬,example,2020-05-08 00:33:55+00:00
OUT NOW https://t.co/y44ccxgl22,example,2020-05-08 00:22:20+00:00
@JBatehup Album May 29th,example,2020-05-08 00:20:49+00:00
RT @GleavesRobot: Everyone needs to check this out. It is the perfect love song!,example,2020-05-07 23:42:01+00:00
"‘Erin’ is OUT NOW - https://t.co/y44ccwYJDs 

Let’s rack these numbers up please ! 🙏 https://t.co/9bKgrCDqqw",example,2020-05-07 23:40:36+00:00
"RT @keikobasku7: @example mate your new tune ""erin"" is just pure quality. well done to your and @Erin_McNaught this is definitely my new ch…",example,2020-05-07 23:37:53+00:00
"RT @Stephhh1996: .@example youve actually made me cry, but it's okay, because its very cute.
Erin is a lucky lady, you big softy xx https:/…",example,2020-05-07 23:37:48+00:00
RT @1stdestination: Try this for @example 🥰 Takes me right back to What We Made 😎 @tweetkattweet https://t.co/IlPpyddqZa,example,2020-05-07 23:37:42+00:00
RT @townson_mae: @example this is so so beautiful 😍😭 I honestly have no words https://t.co/lJhWReg3vc,example,2020-05-07 23:37:36+00:00
"RT @example: ‘Erin’ 

Stream / Download at midnight tonight in your part of the world. 

Official Video Friday 9am (GMT) 

(Album SEVEN - 2…",example,2020-05-07 14:10:25+00:00
RT @example: My early mixtapes from 06/08 - free download on my soundcloud. 2020 rap album coming May 29th. Stick it in the diary,example,2020-05-07 13:31:27+00:00
@AmiCarmine Thanks lovely. Hope ur good x,example,2020-05-07 11:27:02+00:00
@LivseyUK #need,example,2020-05-07 10:12:19+00:00
@goldpanda Hope you’re well old boy x,example,2020-05-07 09:25:43+00:00
@Footsie 🤝🏆,example,2020-05-07 09:21:54+00:00
"‘Erin’ 

Stream / Download at midnight tonight in your part of the world. 

Official Video Friday 9am (GMT) 

(Album SEVEN - 29/05/20) https://t.co/jigJqD4B6b",example,2020-05-07 08:00:36+00:00
My early mixtapes from 06/08 - free download on my soundcloud. 2020 rap album coming May 29th. Stick it in the diary https://t.co/POhZeO66sm,example,2020-05-07 07:42:05+00:00
I’m gonna tell my kids this was Example ... https://t.co/EbQCdWlH4Y,example,2020-05-07 07:19:20+00:00
Also also also ... there’s a track on my new album feat Doc Brown &amp; Sway ... when you hear Sway’s verse though 🤯🤯🤯🤯🤯🤯🤯🤯🤯🤯 (I really dug deep on this song and he just went an blew us all away) 🤣🤣🤣,example,2020-05-07 07:18:37+00:00
If you ain’t checked it yet ... ⬇️⬇️⬇️ first single off my album below. 2nd single ‘Erin’ drops tonight at midnight. Video tmrw morn. 9am (GMT) https://t.co/fwYltj3jMq,example,2020-05-07 07:17:05+00:00
@MrTomWalker 🤣🤣🤣🤣,example,2020-05-07 06:09:57+00:00
@andreiharding That’s wicked. How old was he then?,example,2020-05-07 02:51:41+00:00
@The_Only_Scott 🤣🤣,example,2020-05-07 02:50:07+00:00
@DeborahNeedham 🤝🏆,example,2020-05-07 02:49:33+00:00
@RussBear82 🤣🤣🤣🤣🤣,example,2020-05-07 02:49:10+00:00
@owenroberts7 🤝,example,2020-05-07 02:49:03+00:00
@tonywells1 🤣🤣🤣🤣,example,2020-05-06 10:39:31+00:00
@TwinTings 🤣🤣🤣🤣 I think the focus here should be on Lego and not the mash,example,2020-05-06 10:39:20+00:00
@Plastician Yeh I’m still taking it in lol. Love to you and yours Ian xx,example,2020-05-06 09:54:40+00:00
@ninanesbitt 🤣🤣🤣🤣🤝🤝🤝,example,2020-05-06 09:52:13+00:00
PARENTS. Is it normal for a 5 year old to build identical replica stuff like this out of Lego !? I came upstairs earlier to see this. He was measuring them against eachother for scale. I had to help him a little with the handle but he did the rest himself 🤯🤯🤯 https://t.co/nXU4YFyWFi,example,2020-05-06 09:52:05+00:00
Me holding a plant can only mean one thing ... NEW MUSIC THIS FRIDAY 👀 set your alarms (video trailer tmrw) https://t.co/WpIOPbFjI9,example,2020-05-06 09:41:14+00:00
RT @example: As an independent artist doing everything myself I’d really appreciate you all RT this and tagging a friend below x,example,2020-05-06 09:12:48+00:00
@Example_Stewart Couldn’t be happier babes. You ?,example,2020-05-06 03:15:40+00:00
"RT @Stefan_Fortig: i keep forgetting that @example's new song #Erin is out this week, then i remember and get excited for the new album lat…",example,2020-05-05 23:51:07+00:00
@estellecostanza Tusk. What a shout ! (Dunno if it’s great but my 3rd album Playing In The Shadows has its moments 😉),example,2020-05-05 11:45:41+00:00
@Bonkaz Yep. Had that. Married her,example,2020-05-05 10:21:10+00:00
@MikillPane Chance is fuckin siiiiickkkk. The rest are all toilet,example,2020-05-05 04:46:40+00:00
@I_Skream What a fuckin classic ! Gonna get on this later once kids are asleep,example,2020-05-05 04:12:07+00:00
@DanHamley @Tom_Grennan Tom wants the track to come out. It’s his manager and label playing the usual games. Sadly the only track that won’t make the album and there’s not even a good reason for it to not come out 🤷🏻‍♂️,example,2020-05-05 02:12:15+00:00
RT @example: Here’s some personal words for ya: the process and inspiration behind my next single ‘Erin’. A rap ballad dedicated to my wife…,example,2020-05-04 12:22:31+00:00
@BBManik Errrr 🙋🏻‍♂️ 2010: https://t.co/jv6SFEmi1X,example,2020-05-04 08:37:32+00:00
@HamiltonM8 @I_Skream https://t.co/T5hceSVpb0,example,2020-05-03 11:55:42+00:00
@I_Skream Gettin Nowhere still sends her a bit fruity 🤪🤪🤪 (which is also so poetic cos Benga played me the demo at snowbombing just before that Aus tour),example,2020-05-03 11:32:32+00:00
@I_Skream 😘😘,example,2020-05-03 11:27:38+00:00
@I_Skream We fell in love side of stage for Mag Man set in Sydney in 2011. (Erin and i. Not you and me. We was wayyy before that),example,2020-05-03 11:24:26+00:00
@BLive Blueprint. No contest,example,2020-05-03 11:21:50+00:00
@WazYork Hahaha,example,2020-05-03 11:21:28+00:00
@KingPMoney 9 now bro 😉 (I’ll throw in some beard trimmers) 🤝,example,2020-05-03 11:02:57+00:00
@CraigDavid @munyachawawa The prince has spoken 🙏🏆,example,2020-05-03 10:56:28+00:00
@KingPMoney Bro please give FIFA a rest for an hour and bless this song for me album 🙏😬 (I’ll accept iPhone voicenote recordings as it’s you),example,2020-05-03 10:56:04+00:00
@Bonkaz 🤣🤣🤣🤣🤣🤝,example,2020-05-03 10:13:35+00:00
@Bonkaz Don’t lie. You’re more pilau,example,2020-05-03 10:11:35+00:00
@GorgonCity Seen it 20 times and never noticed the acting,example,2020-05-03 10:07:39+00:00
@mrsgleavewannab 😘,example,2020-05-03 09:39:17+00:00
@GorgonCity Hahaha. Has its “merits”,example,2020-05-03 09:38:31+00:00
As an independent artist doing everything myself I’d really appreciate you all RT this and tagging a friend below x https://t.co/SXj7HVMno6,example,2020-05-03 09:32:35+00:00
@murkagedave @munyachawawa @CraigDavid Agreed,example,2020-05-03 09:27:05+00:00
Here’s some personal words for ya: the process and inspiration behind my next single ‘Erin’. A rap ballad dedicated to my wife. It’s out Friday. Please RT and tell a friend 😘 https://t.co/ggUPWzUQVD,example,2020-05-03 09:05:13+00:00
@HarryShotta Fucccckkk. Mat Dat Sound ! Yeh he hustled loads for me in the early days. Got my song to Zane Lowe and Pete Tong around 05/06,example,2020-05-03 09:02:36+00:00
@I_Skream @Richy_Ahmed Mate they made you from some nexxxxx level mould 🤣🤣 one in a billion,example,2020-05-03 08:53:11+00:00
@TwinTings Rahhh this list is strong bro. About 20 in there I fully agree with. Making a new Spotify playlist now “perfect songs” 🤣 hope you’re well x,example,2020-05-03 08:52:08+00:00
@HarryShotta Oh shitttt. Wearing some madddd charity shop bits (the directors idea). That was the original Carpenters sample bootleg. Mike Skinner led the studio session to replay all instruments and for the resung vocal for the album 2 years later. Carpenters still took 100% publishing 🤔,example,2020-05-03 08:50:32+00:00
@HarryShotta I’m staking a claim for Top 14 once this album drops 😉🤣,example,2020-05-03 08:46:47+00:00
@mjcole We are raising them well mate x,example,2020-05-03 08:45:52+00:00
@GenesisElijah @HarryShotta 🤣🤣🤣🤣🤣🤣🤣,example,2020-05-03 08:44:31+00:00
@GoodCherry73 @MRCOOKE1978 Hahaha,example,2020-05-03 08:43:44+00:00
"My 5 year old just asked what a hippie was. I said “they love flowers and peace and love and VW campervans and hug everyone” 

Did I get that right ? https://t.co/bIM5PgGTOM",example,2020-05-03 08:13:43+00:00
@BBManik Civil War II 🤮,example,2020-05-03 07:07:57+00:00
RT @example: This is pretty much how my new album will greet your ears when it’s released in 3 weeks time. Did anyone say “Example rapping…,example,2020-05-02 11:53:53+00:00
@skepsismusic_uk It’s all me and my kids mate. Don’t get too excited,example,2020-05-02 11:19:03+00:00
@I_Skream Up the legion !!!! 🤣🤣🤣,example,2020-05-02 09:54:43+00:00
This is pretty much how my new album will greet your ears when it’s released in 3 weeks time. Did anyone say “Example rapping again” ??? #AlbumSeven https://t.co/Bp7sTBeZjR,example,2020-05-02 06:17:42+00:00
"RT @example: ‘Paperclips (Isolation Freestyle)’ is OUT NOW to stream and download 

https://t.co/spS1AWCAKP https://t.co/KhQWwUty4C",example,2020-05-02 06:17:16+00:00
This has been out a week now. Next single off Album SEVEN drops next Friday ... https://t.co/fwYltiLInQ,example,2020-05-01 09:03:05+00:00
@MellaDee_ 🤣🤝,example,2020-05-01 08:51:45+00:00
@AustinDarbo That’s harsh on the casting !? Agreed on the other scores though. I still can’t wait for another season,example,2020-05-01 08:28:44+00:00
@Bonkaz You forgot to @ me 🤣🤣🤣,example,2020-04-30 06:08:39+00:00
@Tasha_AliceW Hahaha 😘😘😘,example,2020-04-29 20:24:38+00:00
In case you missed it ... next single off my new album is released next week ... #RapBallad https://t.co/fwYltj3jMq,example,2020-04-29 11:00:36+00:00
@JoshLafferty @Dion_Leadbetter Not really into running on pingers,example,2020-04-29 07:31:05+00:00
@Naphesa_ This is actually my outlook,example,2020-04-29 01:07:08+00:00
I know and you’re all heroes. But I mean the music industry here don’t I https://t.co/sXzxmLboN9,example,2020-04-28 20:20:33+00:00
Isn’t everyone just sat indoors looking at their phones all day anyway ? 🤣🤷🏻‍♂️,example,2020-04-28 20:16:46+00:00
10 tracks out of 15 boxed off now for this new album. Still amazes me the amount of successful producers/artists/managers who can’t reply to emails and texts in this day and age. Just give us a straight YES or NO please,example,2020-04-28 20:15:41+00:00
@TherealNihal I’d agree with the national treasure bit. Not sure about the rest 🤣🤣😘,example,2020-04-28 20:12:14+00:00
@iLewissss Huh? You mean the new single. Out now,example,2020-04-28 09:37:06+00:00
@djmk 😘,example,2020-04-28 08:26:46+00:00
@djmk Ooooh. Need 🙏,example,2020-04-28 08:07:06+00:00
@MellaDee_ 🙏🙏,example,2020-04-28 07:51:19+00:00
@HarryShotta Ice Cream. What a shout,example,2020-04-28 03:03:59+00:00
@daz_woodrow You haven’t heard ‘The Evolution Of Man’ ??? Already made my rock album,example,2020-04-28 01:36:15+00:00
@friction Hahahahaha. Love ya Ed x,example,2020-04-27 09:16:26+00:00
The only adverts targeting me on insta at the moment are for stormtrooper tracksuits and bbq cleaning brushes. I don’t mind one bit. Spot on marketing,example,2020-04-27 08:59:03+00:00
@KristianYoung1 😘😘 hope ur well bro,example,2020-04-27 08:39:01+00:00
@LouisFMoore You mean this one https://t.co/slIWhxNrxI,example,2020-04-27 07:26:02+00:00
First single off my new rap album. Another one next week. Then end May for the whole album. Defo 13 new tracks. Might be one or two more in the mix by then 👀 https://t.co/fwYltj3jMq,example,2020-04-27 07:02:32+00:00
Whole album dropping in about 3/4 weeks x https://t.co/z8DFO0JsXE,example,2020-04-26 11:36:56+00:00
@groundland Thanks man! Wait for the album 👀👀,example,2020-04-26 09:40:02+00:00
Just in case you’ve been asleep for 24 hours https://t.co/fwYltj3jMq,example,2020-04-25 23:17:00+00:00
@Jaykae10 🤣🤣🤣🤝,example,2020-04-25 22:19:50+00:00
@estellecostanza Bucatini ! Great shout,example,2020-04-25 21:53:59+00:00
@Wretch32 👌🤯,example,2020-04-25 21:52:06+00:00
@HarryShotta 💙💙💙,example,2020-04-25 21:40:07+00:00
RT @Example_Stewart: Just a daily reminder everyone @example's new track bangs and you should all stream it,example,2020-04-25 21:00:07+00:00
@Rogue_XRated My son wore it for a week until it snapped. (Sorry),example,2020-04-25 20:14:10+00:00
You’ve got a whole album to look forward to end May https://t.co/4ZV7ccc0T6,example,2020-04-25 11:21:26+00:00
@A1GOY Thanks geez x,example,2020-04-25 11:05:23+00:00
@MrSalvador86 🤣🤣🤣🤣,example,2020-04-25 08:53:06+00:00
You know I’m not a DJ right ? https://t.co/0amglyEWob,example,2020-04-25 05:26:59+00:00
@RRHowie @gracegunn16 You should check my new one then. Came out today,example,2020-04-24 23:22:20+00:00
@abbi_oakley Hope ur well darlin. Thanks x,example,2020-04-24 12:15:55+00:00
@Bonkaz Your opinion to me on spittin is like a 5 star on TripAdvisor 🤣🤣😘,example,2020-04-24 09:07:38+00:00
"‘Paperclips (Isolation Freestyle)’ is OUT NOW to stream and download 

https://t.co/spS1AWCAKP https://t.co/KhQWwUty4C",example,2020-04-24 08:30:43+00:00
RT @cbcarney94: Already listened to #paperclips 4 times this morning. What a banger! But no surprise there when its @example 🔥🔥🔥,example,2020-04-24 08:09:23+00:00
"RT @murphC_: @example’s new freestyle is sick, can’t wait for the album #example https://t.co/AcIIlLGyTw",example,2020-04-24 08:09:16+00:00
"RT @Stephhh1996: It's the return of the E.G... the independent E.G.. making those bangers that he knows we will love 🙌
@example amazing see…",example,2020-04-24 07:45:12+00:00
RT @example: My car freestyle from the other week is out now to steam on all platforms,example,2020-04-24 07:44:44+00:00
Probably cos it was only released today 😉😉 glad you like it https://t.co/lxXblt90TQ,example,2020-04-24 07:44:36+00:00
RT @Wriggy: @example This isolation freestyle is sick! Looking forward to hearing the rest of the album 🔥 https://t.co/UoEkg5tJqW,example,2020-04-24 04:06:46+00:00
@RaquelLoya You have to wait til it’s midnight in your country,example,2020-04-24 04:06:37+00:00
My car freestyle from the other week is out now to steam on all platforms https://t.co/VN72JImTCG,example,2020-04-23 23:15:34+00:00
@BouncySean Yep. Already out in Australia,example,2020-04-23 22:57:30+00:00
"@youngcodling @D_Lombardozzi @hwinkler4real @briankoppelman @A_Mastromauro @jerryferrara @MichaelRapaport @StephenGraham73 @GloriaFallon123 @peteyorn No wayyyy bro. King Of New York would be in my top 5 (but I’ll choose something else to not repeat!) 
1. Leon 
2. Aliens 
3. The Last Of The Mohicans 
4. Falling Down 
5. Airplane! 
#FivePerfectMovies",example,2020-04-23 03:51:25+00:00
@TheNeopink 🤝🤝,example,2020-04-22 23:46:42+00:00
@snowydanger 🤣🤣🤣😉😉😉😉,example,2020-04-22 10:55:20+00:00
